t,rhythmicity
148.0,0.46474568647400766
149.0,0.7413219367545033
150.0,0.9091427635060046
151.0,0.9091427635060046
152.0,0.9091427635060046
153.0,0.6358726384129978
154.0,0.3753970553433207
155.0,0.3486174049597174
156.0,0.3486174049597174
157.0,0.3486174049597174
158.0,1.0
159.0,1.0
160.0,1.0
161.0,0.6742239996906674
162.0,0.505701638502206
163.0,0.47553226295997436
164.0,0.3884716396937438
165.0,0.343579693683895
166.0,0.3316238736178281
167.0,0.3316238736178281
168.0,0.343579693683895
169.0,0.36452553101237484
170.0,0.36452553101237484
171.0,0.36452553101237484
172.0,0.3149993986496575
173.0,0.2158823806218067
174.0,0.1700943959979297
175.0,0.1470617628330663
176.0,0.1409881020437533
177.0,0.1409881020437533
178.0,0.1409881020437533
179.0,0.1409881020437533
180.0,0.1409881020437533
181.0,0.12870812534772721
182.0,0.09428041772645059
183.0,0.09428041772645059
184.0,0.09428041772645059
185.0,0.2515837556709888
186.0,0.31101081199419633
187.0,0.4115397144902856
188.0,0.5167518726785154
189.0,0.5192346302053162
190.0,0.5231723949681071
191.0,0.5752137144728868
192.0,0.5614822639449578
193.0,0.5614822639449578
194.0,0.5614822639449578
195.0,0.5252133256474735
196.0,0.4097128076770074
197.0,0.2984859222564481
198.0,0.19478256027469457
199.0,0.15992963053691528
200.0,0.15992963053691528
201.0,0.15992963053691528
202.0,0.15992963053691528
203.0,0.15992963053691528
204.0,0.1598239290794517
205.0,0.1598239290794517
206.0,0.1598239290794517
207.0,0.16161307321643006
208.0,0.16161307321643006
209.0,0.16161307321643006
210.0,0.16025986406580991
211.0,0.13423426958348175
212.0,0.0925784960563496
213.0,0.0925784960563496
214.0,0.0925784960563496
215.0,0.11162637562918742
216.0,0.1364370344286409
217.0,0.1364370344286409
218.0,0.1364370344286409
219.0,0.1364370344286409
220.0,0.1364370344286409
221.0,0.16137094716132105
222.0,0.18151674539463772
223.0,0.22732144097887128
224.0,0.22732144097887128
225.0,0.22732144097887128
226.0,0.1757279615567738
227.0,0.09359323146042778
228.0,0.07218030691015578
229.0,0.0693214236953171
230.0,0.036764287117198556
231.0,0.036764287117198556
232.0,0.036764287117198556
233.0,0.05202890517903632
234.0,0.0749291516690849
235.0,0.0749291516690849
236.0,0.05202890517903632
237.0,0.01226947071862801
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
